TerenceMckenna-TrueHallucinations13-16_chunk_22_1498957440066784_count_0_noise_-1_noise_type_White,2,16.59,18.09,white formalism,-1,False,0.3121,0.7379,podcast_lecture,White,white,formalism,"[{'word_confidence': [['right', 0.359], [""here's"", 0.119], ['formalism', 0.898]], 'timestamps': [['right', 0.31, 0.56], [""here's"", 0.56, 0.84], ['formalism', 0.84, 1.71]], 'confidence': 0.646, 'transcript': ""right here's formalism ""}]",right,0.5239,formalism,0.7984
TerenceMckenna-TrueHallucinations13-16_chunk_22_1498957440066784_count_0_noise_0_noise_type_White,2,16.59,18.09,white formalism,0,False,0.3121,0.7379,podcast_lecture,White,white,formalism,"[{'word_confidence': [['right', 0.335], [""here's"", 0.104], ['formalism', 0.963]], 'timestamps': [['right', 0.31, 0.56], [""here's"", 0.56, 0.84], ['formalism', 0.84, 1.71]], 'confidence': 0.679, 'transcript': ""right here's formalism ""}]",right,0.4455,formalism,0.7189
TerenceMckenna-TrueHallucinations13-16_chunk_22_1498957440066784_count_0_noise_10_noise_type_White,2,16.59,18.09,white formalism,10,False,0.3121,0.7379,podcast_lecture,White,white,formalism,"[{'word_confidence': [['right', 0.306], [""here's"", 0.083], ['formalism', 0.918]], 'timestamps': [['right', 0.31, 0.56], [""here's"", 0.56, 0.84], ['formalism', 0.84, 1.71]], 'confidence': 0.642, 'transcript': ""right here's formalism ""}]",right,0.4085,formalism,0.7771
TerenceMckenna-TrueHallucinations13-16_chunk_22_1498957440066784_count_0_noise_20_noise_type_White,2,16.59,18.09,white formalism,20,False,0.3121,0.7379,podcast_lecture,White,white,formalism,"[{'word_confidence': [['wife', 0.198], ['his', 0.146], ['formalism', 0.874]], 'timestamps': [['wife', 0.32, 0.57], ['his', 0.57, 0.84], ['formalism', 0.84, 1.69]], 'confidence': 0.607, 'transcript': 'wife his formalism '}]",right,0.3471
TerenceMckenna-TrueHallucinations13-16_chunk_22_1498957440066784_count_0_noise_15_noise_type_White,2,16.59,18.09,white formalism,15,False,0.3121,0.7379,podcast_lecture,White,white,formalism,"[{'word_confidence': [['right', 0.28], [""here's"", 0.054], ['formalism', 0.906]], 'timestamps': [['right', 0.32, 0.56], [""here's"", 0.56, 0.84], ['formalism', 0.84, 1.7]], 'confidence': 0.624, 'transcript': ""right here's formalism ""}]",right,0.3374,formalism,0.6998
TerenceMckenna-TrueHallucinations13-16_chunk_22_1498957440066784_count_0_noise_17_noise_type_White,2,16.59,18.09,white formalism,17,False,0.3121,0.7379,podcast_lecture,White,white,formalism,"[{'word_confidence': [['blankets', 0.023], ['formalism', 0.993]], 'timestamps': [['blankets', 0.31, 0.83], ['formalism', 0.83, 1.69]], 'confidence': 0.627, 'transcript': 'blankets formalism '}]",right,0.367,formalism,0.5762
TerenceMckenna-TrueHallucinations13-16_chunk_22_1498957440066784_count_0_noise_19_noise_type_White,2,16.59,18.09,white formalism,19,False,0.3121,0.7379,podcast_lecture,White,white,formalism,"[{'word_confidence': [['wife', 0.192], ['his', 0.147], ['formalism', 0.876]], 'timestamps': [['wife', 0.32, 0.57], ['his', 0.57, 0.84], ['formalism', 0.84, 1.69]], 'confidence': 0.608, 'transcript': 'wife his formalism '}]",right,0.3423
TerenceMckenna-TrueHallucinations13-16_chunk_22_1498957440066784_count_0_noise_18_noise_type_White,2,16.59,18.09,white formalism,18,False,0.3121,0.7379,podcast_lecture,White,white,formalism,"[{'word_confidence': [['wife', 0.192], ['his', 0.141], ['formalism', 0.882]], 'timestamps': [['wife', 0.32, 0.57], ['his', 0.57, 0.84], ['formalism', 0.84, 1.69]], 'confidence': 0.61, 'transcript': 'wife his formalism '}]",right,0.3717
03TheHashishEater_chunk_8_1498957440066784_count_0_noise_-1_noise_type_White,2,19.38,20.38,since moderate,-1,False,0.4104,0.9854,podcast_lecture,White,since,moderate,"[{'word_confidence': [['since', 0.595], ['moderate', 0.753]], 'timestamps': [['since', 0.24, 0.63], ['moderate', 0.63, 1.21]], 'confidence': 0.69, 'transcript': 'since moderate '}]",since,0.8744,moderate,0.9572
03TheHashishEater_chunk_8_1498957440066784_count_0_noise_0_noise_type_White,2,19.38,20.38,since moderate,0,False,0.4104,0.9854,podcast_lecture,White,since,moderate,"[{'word_confidence': [['since', 0.525], ['moderate', 0.776]], 'timestamps': [['since', 0.2, 0.63], ['moderate', 0.63, 1.19]], 'confidence': 0.667, 'transcript': 'since moderate '}]",since,0.8153,moderate,0.961
