American_revolution_lecture_chunk_25_1497832476735979_count_0_noise_3_noise_type_White,2,22.36,23.46,reactors knows,3,True,0.9481,0.4476,lecture,White,reactors,knows,"[{'confidence': 0.27, 'timestamps': [['reactors', 0.23, 1.04], ['he', 1.04, 1.14], ['does', 1.14, 1.35]], 'transcript': 'reactors he does ', 'word_confidence': [['reactors', 0.306], ['he', 0.07], ['does', 0.229]]}]",reactor,0.5258,CEOs,0.2684
Nikola_Tesla_chunk_13_1497832476735979_count_0_noise_16_noise_type_White,2,10.06,11.03,object inside,16,True,0.9987,0.3418,lecture,White,object,inside,"[{'confidence': 0.241, 'timestamps': [['objects', 0.26, 0.79], ['inside', 0.83, 1.16]], 'transcript': 'objects inside ', 'word_confidence': [['objects', 0.164], ['inside', 0.364]]}]",object,0.4646,inside,0.6577
Nikola_Tesla_chunk_77_1497832476735979_count_0_noise_-1_noise_type_White,2,11.57,12.2,never really,-1,True,0.9652,0.4672,lecture,White,never,really,[]
Western_Philosophy_chunk_46_1497832476735979_count_0_noise_-1_noise_type_White,2,8.42,9.08,executive seems,-1,False,0.4994,0.9953,lecture,White,executive,seems,"[{'confidence': 0.194, 'timestamps': [['but', 0.2, 0.36], ['Gregory', 0.36, 0.65], ['seems', 0.65, 0.9]], 'transcript': 'but Gregory seems ', 'word_confidence': [['but', 0.367], ['Gregory', 0.148], ['seems', 0.138]]}]",McGregor,0.3916,seems,0.3139
Yoshua_Bengio_chunk_67_1497832476735979_count_0_noise_-1_noise_type_White,2,8.97,9.5,understand which,-1,True,0.905,0.2808,lecture,White,understand,which,[]
Yoshua_Bengio_chunk_67_1497832476735979_count_1_noise_13_noise_type_White,2,16.37,16.75,machine money,13,True,0.9156,0.2736,lecture,White,machine,money,"[{'confidence': 0.337, 'timestamps': [['she', 0.26, 0.47]], 'transcript': 'she ', 'word_confidence': [['she', 0.337]]}]",machine,0.4142,money,0.2838
Darwins_Legacy_chunk_33_1497832476735979_count_0_noise_-1_noise_type_White,2,17.48,18.39,walls regarded,-1,False,0.4461,0.9961,lecture,White,walls,regarded,"[{'confidence': 0.57, 'timestamps': [['also', 0.29, 0.56], ['we', 0.56, 0.66], ['got', 0.66, 0.97], ['it', 0.97, 1.13]], 'transcript': 'also we got it ', 'word_confidence': [['also', 0.834], ['we', 0.511], ['got', 0.504], ['it', 0.289]]}]",also,0.9556,we,0.7567,got,0.6289,it,0.588
American_Civil_War_chunk_11_1497832476735979_count_0_noise_-1_noise_type_White,2,6.36,7.0,added formed,-1,False,0.3055,0.9379,lecture,White,added,formed,"[{'confidence': 0.27, 'timestamps': [['it', 0.19, 0.36], ['informed', 0.36, 0.89]], 'transcript': 'it informed ', 'word_confidence': [['it', 0.734], ['informed', 0.122]]}]",it,0.82,informed,0.4398
Elon_Musk_chunk_35_1497832476735979_count_0_noise_12_noise_type_White,2,4.88,5.76,inventions analysts,12,True,0.9996,0.4102,lecture,White,inventions,analysts,"[{'confidence': 0.459, 'timestamps': [['then', 0.2, 0.33], ['vengeance', 0.33, 0.77], ['analyst', 0.77, 1.16]], 'transcript': 'then vengeance analyst ', 'word_confidence': [['then', 0.296], ['vengeance', 0.643], ['analyst', 0.306]]}]",then,0.6232,vengeance,0.7993,analyst,0.6317
Western_Philosophy_chunk_16_1497832476735979_count_1_noise_-1_noise_type_White,2,20.82,21.84,thunderous believed,-1,False,0.4156,0.7191,lecture,White,thunderous,believed,"[{'confidence': 0.464, 'timestamps': [['I', 0.23, 0.27], ['think', 0.27, 0.53], ['Chris', 0.53, 0.79], ['believe', 0.79, 1.24]], 'transcript': 'I think Chris believe ', 'word_confidence': [['I', 0.793], ['think', 0.479], ['Chris', 0.341], ['believe', 0.497]]}]",I,0.9194,think,0.8024,Chris,0.7287,believe,0.6769
