Yoshua_Bengio_chunk_59_1497156637776667_count_0_noise_4_noise_type_White,4,my talk tomorrow is soon that the,4,"{'length': 2, 'end_time': 7.21, 'word': 'my', 'confidence': 0.9989, 'start_time': 7.08}; {'length': 4, 'end_time': 7.52, 'word': 'talk', 'confidence': 0.9356, 'start_time': 7.21}; {'length': 8, 'end_time': 8.3, 'word': 'tomorrow', 'confidence': 0.9761, 'start_time': 7.72}; {'length': 2, 'end_time': 8.62, 'word': 'is', 'confidence': 0.6547, 'start_time': 8.3}; {'length': 4, 'end_time': 9.95, 'word': 'soon', 'confidence': 0.4081, 'start_time': 9.51}; {'length': 4, 'end_time': 10.31, 'word': 'that', 'confidence': 1.0, 'start_time': 10.04}; {'length': 3, 'end_time': 10.58, 'word': 'the', 'confidence': 0.9968, 'start_time': 10.31}",lecture,White,"[{'timestamps': [['I', 0.27, 0.38], ['thought', 0.38, 0.66], ['tomorrow', 0.9, 1.48], ['is', 1.48, 1.77]], 'transcript': 'I thought tomorrow is ', 'confidence': 0.555, 'word_confidence': [['I', 0.231], ['thought', 0.249], ['tomorrow', 0.918], ['is', 0.248]]}, {'timestamps': [['know', 2.65, 2.96], ['that', 3.2, 3.48], ['the', 3.48, 3.76]], 'transcript': 'know that the ', 'confidence': 0.704, 'word_confidence': [['know', 0.168], ['that', 1.0], ['the', 1.0]]}]",talk,my,0.4251,talk,0.4283,tomorrow,0.9558,is,0.539,know,0.2108,that,0.9521,the,0.9882
Yoshua_Bengio_chunk_59_1497156637776667_count_1_noise_0_noise_type_White,4,models are not Alice eight don't deal,0,"{'length': 6, 'end_time': 18.97, 'word': 'models', 'confidence': 0.9966, 'start_time': 18.53}; {'length': 3, 'end_time': 19.07, 'word': 'are', 'confidence': 0.9965, 'start_time': 18.97}; {'length': 3, 'end_time': 19.34, 'word': 'not', 'confidence': 0.9998, 'start_time': 19.07}; {'length': 5, 'end_time': 19.69, 'word': 'Alice', 'confidence': 0.6042, 'start_time': 19.34}; {'length': 5, 'end_time': 20.52, 'word': 'eight', 'confidence': 0.3106, 'start_time': 20.2}; {'length': 5, 'end_time': 21.27, 'word': ""don't"", 'confidence': 1.0, 'start_time': 21.03}; {'length': 4, 'end_time': 21.45, 'word': 'deal', 'confidence': 1.0, 'start_time': 21.27}",lecture,White,"[{'timestamps': [['yeah', 1.46, 1.69]], 'transcript': 'yeah ', 'confidence': 0.867, 'word_confidence': [['yeah', 0.867]]}, {'timestamps': [[""don't"", 2.76, 2.99], ['tell', 2.99, 3.19]], 'transcript': ""don't tell "", 'confidence': 0.676, 'word_confidence': [[""don't"", 1.0], ['tell', 0.304]]}]",models,yeah,0.9889,don't,1.0,tell,0.8466
Nikola_Tesla_chunk_96_1497156637776667_count_0_noise_-1_noise_type_White,4,mouth that will tell you which her,-1,"{'length': 5, 'end_time': 19.35, 'word': 'mouth', 'confidence': 0.9081, 'start_time': 19.08}; {'length': 4, 'end_time': 19.45, 'word': 'that', 'confidence': 0.4611, 'start_time': 19.35}; {'length': 4, 'end_time': 19.58, 'word': 'will', 'confidence': 0.9388, 'start_time': 19.45}; {'length': 4, 'end_time': 19.79, 'word': 'tell', 'confidence': 0.9847, 'start_time': 19.58}; {'length': 3, 'end_time': 19.91, 'word': 'you', 'confidence': 0.9975, 'start_time': 19.79}; {'length': 5, 'end_time': 20.07, 'word': 'which', 'confidence': 0.8998, 'start_time': 19.91}; {'length': 3, 'end_time': 20.21, 'word': 'her', 'confidence': 0.5805, 'start_time': 20.07}",lecture,White,"[{'timestamps': [['they', 0.52, 0.6], ['will', 0.6, 0.76], ['tell', 0.76, 0.96], ['you', 0.96, 1.07], ['with', 1.07, 1.21], ['her', 1.21, 1.37]], 'transcript': 'they will tell you with her ', 'confidence': 0.633, 'word_confidence': [['they', 0.035], ['will', 0.698], ['tell', 0.962], ['you', 0.984], ['with', 0.273], ['her', 0.529]]}]",mouth,that,0.271,will,0.9705,tell,0.9878,you,0.9913,with,0.6503,her,0.8557
Nikola_Tesla_chunk_96_1497156637776667_count_1_noise_-1_noise_type_White,4,you which her number try look up,-1,"{'length': 3, 'end_time': 19.91, 'word': 'you', 'confidence': 0.9975, 'start_time': 19.79}; {'length': 5, 'end_time': 20.07, 'word': 'which', 'confidence': 0.8998, 'start_time': 19.91}; {'length': 3, 'end_time': 20.21, 'word': 'her', 'confidence': 0.5805, 'start_time': 20.07}; {'length': 6, 'end_time': 20.55, 'word': 'number', 'confidence': 0.4583, 'start_time': 20.21}; {'length': 3, 'end_time': 21.8, 'word': 'try', 'confidence': 0.6027, 'start_time': 21.62}; {'length': 4, 'end_time': 22.03, 'word': 'look', 'confidence': 0.5372, 'start_time': 21.89}; {'length': 2, 'end_time': 22.28, 'word': 'up', 'confidence': 0.4098, 'start_time': 22.13}",lecture,White,"[{'timestamps': [['they', 0.2, 0.32], ['would', 0.32, 0.49], ['her', 0.49, 0.68], ['number', 0.68, 1.01], ['in', 1.01, 1.19]], 'transcript': 'they would her number in ', 'confidence': 0.583, 'word_confidence': [['they', 0.231], ['would', 0.366], ['her', 0.748], ['number', 0.882], ['in', 0.3]]}, {'timestamps': [['trying', 2.08, 2.29], ['to', 2.29, 2.35], ['look', 2.35, 2.49], ['at', 2.49, 2.56], ['that', 2.56, 2.73]], 'transcript': 'trying to look at that ', 'confidence': 0.467, 'word_confidence': [['trying', 0.087], ['to', 0.252], ['look', 0.857], ['at', 0.633], ['that', 0.622]]}]",which,they,0.4674,would,0.5047,her,0.9396,number,0.9106,in,0.4968,try,0.4857,to,0.6615,look,0.8858,at,0.8752,that,0.8823
Google_IO_2017_chunk_96_1497156637776667_count_0_noise_18_noise_type_White,4,cast the show visual responses on your,18,"{'length': 4, 'end_time': 16.13, 'word': 'cast', 'confidence': 0.9585, 'start_time': 15.61}; {'length': 3, 'end_time': 16.42, 'word': 'the', 'confidence': 0.9883, 'start_time': 16.32}; {'length': 4, 'end_time': 16.61, 'word': 'show', 'confidence': 0.9988, 'start_time': 16.42}; {'length': 6, 'end_time': 17.0, 'word': 'visual', 'confidence': 0.4436, 'start_time': 16.61}; {'length': 9, 'end_time': 17.54, 'word': 'responses', 'confidence': 0.8354, 'start_time': 17.0}; {'length': 2, 'end_time': 17.62, 'word': 'on', 'confidence': 0.9813, 'start_time': 17.54}; {'length': 4, 'end_time': 17.71, 'word': 'your', 'confidence': 0.9978, 'start_time': 17.62}",lecture,White,"[{'timestamps': [['cast', 0.28, 0.76], ['the', 0.95, 1.06], ['show', 1.06, 1.25], ['visual', 1.25, 1.63], ['responses', 1.63, 2.18], ['on', 2.18, 2.26], ['your', 2.26, 2.35]], 'transcript': 'cast the show visual responses on your ', 'confidence': 0.504, 'word_confidence': [['cast', 0.814], ['the', 0.159], ['show', 0.159], ['visual', 0.409], ['responses', 0.546], ['on', 0.177], ['your', 0.436]]}]",show,cast,0.972,show,0.4091,visual,0.5261,responses,0.8112,when,0.4251,you,0.4148
Elon_Musk_chunk_76_1497156637776667_count_0_noise_11_noise_type_White,4,the London club and so football in,11,"{'length': 3, 'end_time': 10.08, 'word': 'the', 'confidence': 0.6795, 'start_time': 10.02}; {'length': 6, 'end_time': 10.48, 'word': 'London', 'confidence': 0.984, 'start_time': 10.08}; {'length': 4, 'end_time': 10.79, 'word': 'club', 'confidence': 0.9772, 'start_time': 10.48}; {'length': 3, 'end_time': 10.96, 'word': 'and', 'confidence': 0.7216, 'start_time': 10.79}; {'length': 2, 'end_time': 11.79, 'word': 'so', 'confidence': 0.9999, 'start_time': 11.54}; {'length': 8, 'end_time': 12.39, 'word': 'football', 'confidence': 0.4298, 'start_time': 11.79}; {'length': 2, 'end_time': 12.48, 'word': 'in', 'confidence': 0.5955, 'start_time': 12.39}",lecture,White,"[{'timestamps': [['London', 0.36, 0.72], ['club', 0.72, 1.02], ['and', 1.02, 1.29], ['he', 1.34, 1.45], ['just', 1.45, 1.66], ['looked', 1.66, 1.8], ['so', 1.8, 2.01], ['food', 2.01, 2.3], ['more', 2.3, 2.68]], 'transcript': 'London club and he just looked so food more ', 'confidence': 0.55, 'word_confidence': [['London', 0.102], ['club', 0.67], ['and', 0.553], ['he', 0.587], ['just', 0.958], ['looked', 0.24], ['so', 0.96], ['food', 0.629], ['more', 0.468]]}]",London,London,0.4805,club,0.8507,and,0.9082,he,0.897,just,0.9898,looked,0.6376,so,0.9954,food,0.8933,more,0.8514
Western_Philosophy_chunk_112_1497156637776667_count_0_noise_-1_noise_type_White,4,argument for a fast calls and that,-1,"{'length': 8, 'end_time': 3.86, 'word': 'argument', 'confidence': 0.9997, 'start_time': 3.4}; {'length': 3, 'end_time': 4.06, 'word': 'for', 'confidence': 1.0, 'start_time': 3.86}; {'length': 1, 'end_time': 4.11, 'word': 'a', 'confidence': 0.8755, 'start_time': 4.06}; {'length': 4, 'end_time': 4.52, 'word': 'fast', 'confidence': 1.0, 'start_time': 4.11}; {'length': 5, 'end_time': 5.04, 'word': 'calls', 'confidence': 0.3407, 'start_time': 4.52}; {'length': 3, 'end_time': 5.66, 'word': 'and', 'confidence': 0.9939, 'start_time': 5.48}; {'length': 4, 'end_time': 5.78, 'word': 'that', 'confidence': 0.9587, 'start_time': 5.66}",lecture,White,"[{'timestamps': [['malignant', 0.25, 0.71], ['for', 0.71, 0.93], ['fast', 0.93, 1.37], ['calls', 1.37, 1.88], ['and', 2.33, 2.51], ['that', 2.51, 2.62]], 'transcript': 'malignant for fast calls and that ', 'confidence': 0.467, 'word_confidence': [['malignant', 0.059], ['for', 0.95], ['fast', 0.749], ['calls', 0.261], ['and', 0.961], ['that', 0.22]]}]",argument,malignant,0.3455,for,0.9843,a,0.6011,fast,0.9584,calls,0.5346,and,0.9565,that,0.3917
Shakespeare_chunk_43_1497156637776667_count_0_noise_22_noise_type_White,4,quickly is wonderful Copley pros elegy for,22,"{'length': 7, 'end_time': 21.25, 'word': 'quickly', 'confidence': 0.9574, 'start_time': 20.82}; {'length': 2, 'end_time': 21.36, 'word': 'is', 'confidence': 0.8411, 'start_time': 21.25}; {'length': 9, 'end_time': 21.88, 'word': 'wonderful', 'confidence': 0.9827, 'start_time': 21.36}; {'length': 6, 'end_time': 22.31, 'word': 'Copley', 'confidence': 0.4521, 'start_time': 21.88}; {'length': 4, 'end_time': 22.69, 'word': 'pros', 'confidence': 0.594, 'start_time': 22.31}; {'length': 5, 'end_time': 23.09, 'word': 'elegy', 'confidence': 0.9956, 'start_time': 22.69}; {'length': 3, 'end_time': 23.26, 'word': 'for', 'confidence': 0.9745, 'start_time': 23.09}",lecture,White,"[{'timestamps': [['to', 0.23, 0.29], ['quickly', 0.29, 0.67], ['is', 0.67, 0.79], ['wonderful', 0.79, 1.32], ['Copley', 1.32, 1.74], ['pros', 1.74, 2.12], ['elegy', 2.12, 2.52], ['for', 2.52, 2.67]], 'transcript': 'to quickly is wonderful Copley pros elegy for ', 'confidence': 0.6, 'word_confidence': [['to', 0.101], ['quickly', 0.153], ['is', 0.335], ['wonderful', 1.0], ['Copley', 0.135], ['pros', 1.0], ['elegy', 0.796], ['for', 0.5]]}]",quickly,quickly,0.4056,is,0.5549,wonderful,0.9902,Copley,0.3951,pros,0.4976,elegy,0.9501,for,0.9215
Elon_Musk_chunk_45_1497156637776667_count_0_noise_-1_noise_type_White,4,skills that a president spoken valley and,-1,"{'length': 6, 'end_time': 3.42, 'word': 'skills', 'confidence': 0.9979, 'start_time': 3.13}; {'length': 4, 'end_time': 3.55, 'word': 'that', 'confidence': 0.8759, 'start_time': 3.42}; {'length': 1, 'end_time': 3.58, 'word': 'a', 'confidence': 0.5743, 'start_time': 3.55}; {'length': 9, 'end_time': 3.94, 'word': 'president', 'confidence': 0.5429, 'start_time': 3.58}; {'length': 6, 'end_time': 4.24, 'word': 'spoken', 'confidence': 0.2791, 'start_time': 3.94}; {'length': 6, 'end_time': 4.53, 'word': 'valley', 'confidence': 0.7077, 'start_time': 4.24}; {'length': 3, 'end_time': 4.71, 'word': 'and', 'confidence': 0.7197, 'start_time': 4.53}",lecture,White,"[{'timestamps': [['skills', 0.24, 0.54], ['that', 0.54, 0.67], ['a', 0.67, 0.7], ['president', 0.7, 1.08], ['talking', 1.08, 1.35], ['ballet', 1.35, 1.65], ['and', 1.65, 1.82]], 'transcript': 'skills that a president talking ballet and ', 'confidence': 0.645, 'word_confidence': [['skills', 1.0], ['that', 0.969], ['a', 0.328], ['president', 0.53], ['talking', 0.099], ['ballet', 0.654], ['and', 0.936]]}]",valley,skills,1.0,that,1.0,a,0.4348,president,0.5134,spoken,0.3377,ballet,0.8226,and,0.9407
Google_IO_2017_chunk_200_1497156637776667_count_0_noise_-1_noise_type_White,4,matter so know we're investing in what,-1,"{'length': 6, 'end_time': 17.11, 'word': 'matter', 'confidence': 0.9565, 'start_time': 16.73}; {'length': 2, 'end_time': 17.99, 'word': 'so', 'confidence': 0.9995, 'start_time': 17.82}; {'length': 4, 'end_time': 18.52, 'word': 'know', 'confidence': 0.3773, 'start_time': 18.02}; {'length': 5, 'end_time': 18.96, 'word': ""we're"", 'confidence': 0.9628, 'start_time': 18.77}; {'length': 9, 'end_time': 19.39, 'word': 'investing', 'confidence': 0.9948, 'start_time': 18.96}; {'length': 2, 'end_time': 19.48, 'word': 'in', 'confidence': 0.9977, 'start_time': 19.39}; {'length': 4, 'end_time': 19.58, 'word': 'what', 'confidence': 0.9981, 'start_time': 19.48}",lecture,White,"[{'timestamps': [['matter', 0.23, 0.67], ['so', 1.34, 1.55], ['and', 1.55, 1.67], ['%HESITATION', 1.67, 2.03], [""we're"", 2.29, 2.48], ['investing', 2.48, 2.91], ['in', 2.91, 3.01]], 'transcript': ""matter so and %HESITATION we're investing in "", 'confidence': 0.777, 'word_confidence': [['matter', 0.92], ['so', 0.703], ['and', 0.086], ['%HESITATION', 0.8], [""we're"", 0.375], ['investing', 1.0], ['in', 0.846]]}]",what,matter,0.9973,so,0.7315,%HESITATION,0.4516,we're,0.7069,investing,0.9479,in,0.9222
